task_id,skill_id,skill_name,skill_type,required_level,is_critical
TSK007533,1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,knowledge,2,0
TSK007533,38716afc-a93b-44ab-96cc-2ecf67edcf32,do cloud refactoring,skill/competence,3,0
TSK007533,89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,knowledge,3,0
TSK007533,dba46f87-0831-49cd-a1c7-340a653c0221,Agile development,knowledge,1,0
TSK007533,a47d194d-0ffd-4aaa-b695-fbbe0255000e,design information system,skill/competence,4,1
TSK007533,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,3,0
TSK007534,04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,skill/competence,3,1
TSK007534,ee3c1d54-f46a-43c7-a0f9-0ba3648164d0,design enterprise architecture,skill/competence,2,0
TSK007534,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,3,1
TSK007534,2857540c-180b-4208-9127-e94a01871966,align software with system architectures,skill/competence,3,1
TSK007534,fae27053-8924-4bfd-b565-c9fe502044c9,system design,knowledge,3,0
TSK007534,ffddfc7c-a9dd-449f-9e96-882dc447c8b6,Scala,knowledge,3,0
TSK007534,0a9acb6b-1139-4be9-b431-3a80a959f2f4,Agile project management,knowledge,3,0
TSK007535,dad7e408-162f-46a4-8567-db560e19e2fc,identify ICT system weaknesses,skill/competence,5,1
TSK007535,47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice,knowledge,5,1
TSK007535,7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,attend to ICT systems quality,skill/competence,5,1
TSK007535,ab49f767-296b-47d5-af56-0b4a69515b03,maintain ICT identity management,skill/competence,4,0
TSK007535,acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,implement a virtual private network,skill/competence,5,1
TSK007535,dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,build business relationships,skill/competence,3,0
TSK007535,668c3fd4-8443-4f27-bc1e-2d96205186b5,blockchain application areas,knowledge,3,0
TSK007535,44847349-e7ff-4bdb-82b9-6a18140efcaf,recognise blockchain application areas,skill/competence,3,0
TSK007535,f9670490-8aa4-4540-b121-d440a8294aab,develop data processing applications,skill/competence,3,0
TSK007536,04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,skill/competence,3,0
TSK007536,b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,C++,knowledge,5,1
TSK007536,1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e,identify blockchain innovation opportunities,skill/competence,5,0
TSK007537,ab49f767-296b-47d5-af56-0b4a69515b03,maintain ICT identity management,skill/competence,3,0
TSK007537,6f1edc19-191f-4ba5-a048-ee69aff05bab,security engineering,knowledge,5,1
TSK007537,0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9,ethical hacking principles,knowledge,5,1
TSK007537,f9a6f35b-01a7-40c9-8b61-b6ee46f97272,operating systems,knowledge,3,0
TSK007537,b9f16465-56a9-426b-a047-0f9f1f95ec92,address problems critically,skill/competence,5,1
TSK007537,b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,C++,knowledge,5,1
TSK007537,ffddfc7c-a9dd-449f-9e96-882dc447c8b6,Scala,knowledge,4,0
TSK007537,c927ec6e-9082-4b22-afd3-0c4e219eaf73,ensure equipment maintenance,skill/competence,3,0
TSK007538,382c11ed-20d5-4ae7-b60e-15fec527fa6c,apply statistical analysis techniques,skill/competence,5,1
TSK007538,3e2ab38a-4519-4bef-b762-a8bf4836a775,perform dimensionality reduction,skill/competence,3,0
TSK007538,f9670490-8aa4-4540-b121-d440a8294aab,develop data processing applications,skill/competence,5,1
TSK007538,2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,skill/competence,5,1
TSK007538,7ee4c2ea-b349-4bd2-81a3-ec31475d4833,statistics,knowledge,5,1
TSK007538,0823ccef-813f-4f22-afef-ac0d68615e8f,computer simulation,knowledge,5,1
TSK007538,cc61f9e5-d4fc-470e-8606-1ce865ff8386,develop professional network with researchers and scientists,skill/competence,5,1
TSK007538,8a43795b-bb38-4f29-91df-a6c92ad4643c,analyse financial performance of a company,skill/competence,4,0
TSK007539,8b94aa1e-89c9-459d-b3b4-1dfab8dec2df,use software libraries,skill/competence,2,0
TSK007539,737f8895-46df-4283-8f38-13f3f0fc3b77,digital twin technology,knowledge,5,1
TSK007539,93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,knowledge,5,1
TSK007540,64db87c7-2360-4e20-88d3-d222402e477c,write database documentation,skill/competence,1,0
TSK007540,7e796b51-49d7-4e73-95af-2e7323763f15,design database in the cloud,skill/competence,2,1
TSK007541,4463a721-69f3-413d-8321-43e3af13a4f1,use databases,skill/competence,4,1
TSK007541,cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,knowledge,2,0
TSK007541,9cf681c7-89ec-470c-b651-7fe03786f586,query languages,knowledge,2,0
TSK007541,99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,knowledge,3,0
TSK007541,7e1f9657-ab4e-407c-842f-b846197060e3,execute ICT audits,skill/competence,2,0
TSK007541,23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,knowledge,2,0
TSK007541,77931759-69af-4637-8b26-c8376f9240e2,international business,knowledge,4,1
TSK007542,7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,attend to ICT systems quality,skill/competence,2,1
TSK007542,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,1,0
TSK007542,ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48,verify formal ICT specifications,skill/competence,3,1
TSK007542,a4a882a1-0263-4dd2-b29a-f0028cac2393,define integration strategy,skill/competence,2,0
TSK007542,283cbcd3-7101-4dbb-be37-56f3625515b1,provide ICT consulting advice,skill/competence,1,0
TSK007542,5ef0c719-5bcb-49f8-b8eb-824388225333,use scripting programming,skill/competence,2,0
TSK007542,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,2,0
TSK007542,415abd43-e8e5-4643-b5da-5f11307af57a,use different communication channels,skill/competence,2,0
TSK007543,46e93774-7c6a-4dc5-bae9-be97cc461093,inter-organisational middleware system,knowledge,1,0
TSK007543,f6868852-9bf6-4899-a5d6-5f9532fb877d,design component interfaces,skill/competence,2,1
TSK007544,283cbcd3-7101-4dbb-be37-56f3625515b1,provide ICT consulting advice,skill/competence,1,0
TSK007544,46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,skill/competence,2,1
TSK007544,9190d87f-9792-42e0-bb7f-64294a656bcd,monitor system performance,skill/competence,2,1
TSK007544,c241f5a5-e23f-47bf-ad24-d83ea0010166,ensure proper document management,skill/competence,2,0
TSK007544,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,1,0
TSK007544,fae27053-8924-4bfd-b565-c9fe502044c9,system design,knowledge,2,0
TSK007544,348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,knowledge,2,0
TSK007545,71c2f41e-14de-4b23-82ad-5dbcd54ba5b0,deploy ICT systems,skill/competence,2,0
TSK007545,9707091a-323b-4240-877a-5999a19286f0,apply ICT system usage policies,skill/competence,1,0
TSK007545,46e93774-7c6a-4dc5-bae9-be97cc461093,inter-organisational middleware system,knowledge,3,1
TSK007545,bec4359e-cb92-468f-a997-8fb28e32fba9,ICT project management methodologies,knowledge,1,0
TSK007545,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,2,0
TSK007545,5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,use object-oriented programming,skill/competence,2,0
TSK007545,7e796b51-49d7-4e73-95af-2e7323763f15,design database in the cloud,skill/competence,3,1
TSK007546,ce354460-500e-4eaa-8e95-8f243fcea3db,manage system testing,skill/competence,1,0
TSK007546,2857540c-180b-4208-9127-e94a01871966,align software with system architectures,skill/competence,1,0
TSK007546,09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,knowledge,2,1
TSK007546,29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,skill/competence,1,0
TSK007547,913e7e83-b8f8-4574-b1ca-1b38f3fd974a,execute software tests,skill/competence,3,1
TSK007547,902fb91c-3113-4004-9b4f-79aa86b638b7,web application security threats,knowledge,2,0
TSK007547,5898d99a-62a4-4e10-a2e3-0d815ce44248,cyber attack counter-measures,knowledge,2,0
TSK007547,69cfc5ed-6569-4aca-a4cc-fd782ba51d9c,implement ICT risk management,skill/competence,3,1
TSK007547,afd63e8c-a4e7-42d3-86c9-3b2dd549a353,Parrot Security OS,knowledge,3,1
TSK007547,5ef0c719-5bcb-49f8-b8eb-824388225333,use scripting programming,skill/competence,2,0
TSK007548,c3e36d05-8ae8-447f-bb2b-6f9409f85389,deliver visual presentation of data,skill/competence,3,1
TSK007548,1bba98a7-92b9-450b-9235-e0c905f8f3c4,information architecture,knowledge,3,1
TSK007548,47a49cd6-097d-457a-9f7b-c290c14930d5,analyse big data,skill/competence,2,0
TSK007548,d5a59ca8-2e91-472e-8571-d12ce4478679,Process-based management,knowledge,5,1
TSK007548,cb89a5c0-b5cb-4c62-8e7e-7714631b66b5,create semantic trees,skill/competence,2,0
TSK007549,8b94aa1e-89c9-459d-b3b4-1dfab8dec2df,use software libraries,skill/competence,4,1
TSK007549,0d282d6e-8cb9-4339-8e7d-cfafed96b5ed,conduct literature research,skill/competence,4,1
TSK007549,2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,skill/competence,3,0
TSK007550,e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,implement a firewall,skill/competence,4,0
TSK007550,1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,solution deployment,knowledge,5,1
TSK007550,b9aad733-959a-4178-984f-53e4bd05b420,maintain internet protocol configuration,skill/competence,5,1
TSK007550,0ab03c6c-281b-48f4-83e0-10eeb27a1bae,network management system tools,knowledge,2,0
TSK007550,b1604a2d-c26a-427d-bda9-b8073a319fe9,adjust ICT system capacity,skill/competence,3,0
TSK007550,f14ff4b7-be1e-4b55-b39b-520005f8a97e,liaise with managers,skill/competence,4,0
TSK007551,99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,knowledge,4,1
TSK007551,d6cdef49-b669-4507-91d1-3f959cf98e47,maintain database performance,skill/competence,5,1
TSK007551,020918ef-4b55-47c1-8430-ab7b8f6a7377,migrate existing data,skill/competence,3,0
TSK007551,a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,knowledge,4,0
TSK007551,0da6cab1-0ee9-4391-a299-f71fbf21db56,ICT network routing,knowledge,4,0
TSK007552,248894d1-42dc-474f-af6e-2da52ac0c679,define technology strategy,skill/competence,4,1
TSK007552,bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,knowledge,4,1
TSK007552,d78dedfc-21d2-45fd-ba05-e56b7a8865e6,network standards,knowledge,4,1
TSK007552,86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8,apply information security policies,skill/competence,4,0
TSK007552,6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,knowledge,3,0
TSK007552,020918ef-4b55-47c1-8430-ab7b8f6a7377,migrate existing data,skill/competence,4,0
TSK007552,51586df8-1c46-4b47-8583-773cb63bf00b,R,knowledge,5,1
TSK007552,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,3,0
TSK007552,33a82b83-c838-4889-ae62-fae1317481eb,protect personal data and privacy,skill/competence,3,0
TSK007552,0a43729f-2a79-4dae-9faa-95520daae79f,apply company policies,skill/competence,4,0
TSK007553,ab1e97ed-2319-4293-a8b7-072d2648822f,database management systems,knowledge,3,0
TSK007553,f5ac9226-0ace-4d34-a1c3-7b3845834a98,maintain ICT server,skill/competence,3,0
TSK007553,ec85cc63-4e24-4631-bf92-8789db2605c0,maintain database security,skill/competence,4,1
TSK007553,3ff589b7-68df-4ea5-ae41-b395bdb2378f,ICT security standards,knowledge,3,0
TSK007553,52e53619-fa77-4f72-b237-5e4aae784dc2,financial management,knowledge,3,0
TSK007554,1e7ed56a-6d6b-422f-962e-38543d150755,manage changes in ICT system,skill/competence,4,1
TSK007554,85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts,skill/competence,4,0
TSK007554,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,4,0
TSK007555,1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9,creatively use digital technologies,skill/competence,2,0
TSK007555,906323f4-00c4-4c3b-ab5a-8af77be3456e,create data sets,skill/competence,3,1
TSK007555,bb165899-d95f-4433-95f2-173fefd716d2,develop statistical software,skill/competence,3,1
TSK007555,03a74eee-2dc6-4147-8667-5cdeb65f122d,manage ICT data classification,skill/competence,2,0
TSK007555,da930e2f-6047-4616-a598-bba8ecef3039,manage open publications,skill/competence,2,0
TSK007556,0af062de-eb43-41e9-9b96-249e2cd22d26,use markup languages,skill/competence,2,1
TSK007556,93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,knowledge,2,1
TSK007556,dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,build business relationships,skill/competence,2,0
TSK007557,b04f377b-ee80-4b38-aca1-19d266a23b17,analyse business requirements,skill/competence,2,1
TSK007557,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,2,1
TSK007557,48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,3,1
TSK007557,04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,skill/competence,2,0
TSK007557,867137fb-ff1b-4ca3-99f3-cb6969aa2c68,TypeScript,knowledge,2,0
TSK007557,be80acfc-b6f2-4411-9b8d-b19d9cd2556a,Swift (computer programming),knowledge,2,0
TSK007557,0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,assess ICT knowledge,skill/competence,2,0
TSK007557,13bdd41a-2a18-441f-96db-41252c519413,Visual Basic,knowledge,2,0
TSK007557,fe39d4db-4cb5-4299-bb9f-896c8fd6ab13,perform market research,skill/competence,2,0
TSK007558,0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,assess ICT knowledge,skill/competence,3,1
TSK007558,99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,knowledge,3,1
TSK007558,48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,1,0
TSK007558,03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,knowledge,4,1
TSK007558,e465a154-93f7-4973-9ce1-31659fe16dd2,principles of artificial intelligence,knowledge,3,0
TSK007558,7482a123-e801-48de-9733-262125671410,task algorithmisation,knowledge,2,0
TSK007558,29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,skill/competence,1,0
TSK007558,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,2,0
TSK007558,edebd83d-35f6-4ed5-a940-6c203d178c01,data science,knowledge,2,0
TSK007558,f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,knowledge,2,0
TSK007559,48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,2,1
TSK007559,98301d4a-2cc3-439d-8d7f-0b6ac76302bb,business process modelling,knowledge,2,1
TSK007559,c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,knowledge,1,0
TSK007559,b363bb5f-2c79-40af-94da-33e06f9dee9f,apply blended learning,skill/competence,1,0
TSK007560,6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,knowledge,4,1
TSK007560,64852ade-6ae1-4760-ba4a-976bf07ca255,manage disaster recovery plans,skill/competence,5,1
TSK007560,cf3e976d-2c3e-495c-a874-f9e8a66d3b48,perform backups,skill/competence,5,1
TSK007560,c9e96450-421d-48af-9ee6-d9c50e29afc2,ICT recovery techniques,knowledge,4,1
TSK007560,37bc4dc0-1233-4008-98db-1116d0c1cfcc,define security policies,skill/competence,3,0
TSK007560,0a43729f-2a79-4dae-9faa-95520daae79f,apply company policies,skill/competence,2,0
TSK007560,339ac029-066a-4985-9f9d-b3d7c8fea0bb,manage staff,skill/competence,2,0
TSK007560,0ab03c6c-281b-48f4-83e0-10eeb27a1bae,network management system tools,knowledge,5,1
TSK007560,c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,knowledge,3,0
TSK007560,d0c6d77e-cb25-4770-bf77-2073fc5f7523,ICT infrastructure,knowledge,3,0
TSK007561,dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,build business relationships,skill/competence,4,1
TSK007561,3579208e-49b3-4ce4-98e7-20e41b1ce8d4,develop information security strategy,skill/competence,5,1
TSK007561,64852ade-6ae1-4760-ba4a-976bf07ca255,manage disaster recovery plans,skill/competence,5,1
TSK007561,47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice,knowledge,2,0
TSK007561,6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,knowledge,4,1
TSK007561,cf3e976d-2c3e-495c-a874-f9e8a66d3b48,perform backups,skill/competence,3,0
TSK007561,909a28ce-d4b6-4567-9b74-d111f1ed9633,maintain plan for continuity of operations,skill/competence,4,1
TSK007561,0a43729f-2a79-4dae-9faa-95520daae79f,apply company policies,skill/competence,3,0
TSK007561,ce26e71f-2d47-474e-89b6-7920931ac4fc,iOS,knowledge,3,0
TSK007561,28ca2f0b-9fb2-487a-9f10-9688e5191ec4,work within communities,skill/competence,3,0
TSK007562,f0f5bb34-71df-4715-9c9e-03567b76ec8f,create website wireframe,skill/competence,3,1
TSK007562,0737ad0a-75ac-4696-988b-565820577ac0,use experience map,skill/competence,2,0
TSK007562,a4c2aa71-086f-4a46-b481-2619673c9dfe,execute ICT user research activities,skill/competence,3,1
TSK007562,269b8734-fa1d-4c6f-a843-523fa3bbae6e,behavioural science,knowledge,3,0
TSK007562,9136cbf1-7916-4f1c-bc9a-0318ee1d6016,human-computer interaction,knowledge,4,1
TSK007562,c4b626c1-e71c-44ec-9f88-042766f37fcc,application usability,knowledge,3,0
TSK007562,6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,knowledge,3,0
TSK007562,867137fb-ff1b-4ca3-99f3-cb6969aa2c68,TypeScript,knowledge,4,1
TSK007562,6a876489-7ad8-4a13-b09c-c9b8e97a302e,Waterfall development,knowledge,3,0
TSK007562,b1272de4-1f5f-408b-8b26-061f2550fc72,e-commerce systems,knowledge,3,0
TSK007563,21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,knowledge,2,1
TSK007563,9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,knowledge,2,0
TSK007563,6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,knowledge,2,0
TSK007563,8b94aa1e-89c9-459d-b3b4-1dfab8dec2df,use software libraries,skill/competence,3,1
TSK007563,f049d050-12da-4e40-813a-2b5eb6df6b51,Internet of Things,knowledge,2,0
TSK007563,0cd6dcf1-5778-42a5-b685-4d01ae4a4871,Common Lisp,knowledge,2,0
TSK007563,3c2e6f38-42c1-46ec-b782-5854b2db330d,blockchain openness,knowledge,2,0
TSK007564,4fabca9a-7435-4f33-b1da-3cdb00340fdc,perform scientific research,skill/competence,1,0
TSK007564,209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,knowledge,2,0
TSK007564,7111b95d-0ce3-441a-9d92-4c75d05c4388,project management,knowledge,3,1
TSK007564,59ea80e1-463a-4dba-82c6-d0b6d577d532,technical drawings,knowledge,2,0
TSK007564,21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,knowledge,2,0
TSK007564,020918ef-4b55-47c1-8430-ab7b8f6a7377,migrate existing data,skill/competence,2,0
TSK007564,8369c2d6-c100-4cf6-bd83-9668d8678433,utilise machine learning,skill/competence,3,1
TSK007564,6b6a9252-2ed7-4862-a02f-1578f4a532ea,Eclipse (integrated development environment software),knowledge,2,0
TSK007564,9ff9db9d-d14b-426e-83f3-e7449af6c79f,manage data,skill/competence,2,0
TSK007564,6fe019dd-027f-45f3-b19c-d27f7ae00980,assess students,skill/competence,2,0
TSK007565,9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,knowledge,2,1
TSK007565,797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,develop software prototype,skill/competence,1,0
TSK007565,541561bc-510c-4a99-881c-2d8bf5a85462,use technical drawing software,skill/competence,2,0
TSK007565,0e0c9c11-b39e-43cf-ba95-2fe646f5de64,identify customer requirements,skill/competence,2,1
TSK007565,6a899482-8bcf-40ca-ae67-579a1cc467ab,manage engineering project,skill/competence,2,0
TSK007565,def007fa-5fed-4a5f-91a2-b0d7e3db1be1,COBOL,knowledge,3,1
TSK007565,a4d336a6-9ffd-402a-91cc-f359716ba4e0,ML (computer programming),knowledge,1,0
TSK007565,78d90f00-5226-44fc-95c2-0d8dac6b081b,technology education,knowledge,2,0
TSK007565,415abd43-e8e5-4643-b5da-5f11307af57a,use different communication channels,skill/competence,2,0
TSK007566,65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,knowledge,3,1
TSK007566,2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,skill/competence,2,0
TSK007566,143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,knowledge,3,1
TSK007566,1b70a55d-b8a4-49fc-96c6-15ab4cff2522,use data processing techniques,skill/competence,3,0
TSK007566,1973c966-f236-40c9-b2d4-5d71a89019be,use spreadsheets software,skill/competence,2,0
TSK007566,3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,knowledge,3,0
TSK007566,0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d,deliver online training,skill/competence,2,0
TSK007567,59ea80e1-463a-4dba-82c6-d0b6d577d532,technical drawings,knowledge,2,0
TSK007567,925463a7-d51f-4d5b-9f79-4d28cf30acde,integrated development environment software,knowledge,3,1
TSK007567,6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,knowledge,4,1
TSK007567,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,3,0
TSK007567,9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,knowledge,1,0
TSK007567,300d432b-f457-4cd3-9cb1-1858c7d14954,OpenEdge Advanced Business Language,knowledge,2,0
TSK007567,ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),knowledge,3,0
TSK007567,c3e36d05-8ae8-447f-bb2b-6f9409f85389,deliver visual presentation of data,skill/competence,2,0
TSK007567,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,1,0
TSK007568,7111b95d-0ce3-441a-9d92-4c75d05c4388,project management,knowledge,4,1
TSK007568,797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,develop software prototype,skill/competence,4,0
TSK007569,2b7a79e5-84d8-4880-be66-3d9bb05bea17,use software design patterns,skill/competence,4,1
TSK007569,797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,develop software prototype,skill/competence,3,1
TSK007569,5be3d306-6cf1-4b49-aa1d-01651dd4ba4c,object-oriented modelling,knowledge,3,0
TSK007570,9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,knowledge,2,0
TSK007570,209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,knowledge,1,0
TSK007570,438ff259-d086-4004-acda-1ec3e1631bc6,software anomalies,knowledge,3,0
TSK007570,034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,knowledge,3,1
TSK007570,e4a57b51-16d7-4dfc-bb47-6aa401e39b2e,analyse insurance risk,skill/competence,3,0
TSK007571,209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,knowledge,3,1
TSK007571,4fabca9a-7435-4f33-b1da-3cdb00340fdc,perform scientific research,skill/competence,2,0
TSK007571,04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,skill/competence,2,0
TSK007571,0e0c9c11-b39e-43cf-ba95-2fe646f5de64,identify customer requirements,skill/competence,1,0
TSK007571,300d432b-f457-4cd3-9cb1-1858c7d14954,OpenEdge Advanced Business Language,knowledge,3,0
TSK007571,0cd6dcf1-5778-42a5-b685-4d01ae4a4871,Common Lisp,knowledge,3,0
TSK007572,79e29b8b-47d1-470d-b7b1-32506bfe7d9a,collect ICT data,skill/competence,5,1
TSK007572,ff64e9fc-36dd-4035-872a-83aa41dc1ad9,communicate with a non-scientific audience,skill/competence,5,1
TSK007572,2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,skill/competence,5,1
TSK007572,2b1e2927-3542-48da-9063-02925e7562c1,disseminate results to the scientific community,skill/competence,3,0
TSK007572,20a8fe89-d4eb-4698-8521-8881c13377e0,interact professionally in research and professional environments,skill/competence,3,0
TSK007572,979cf728-896f-4f2c-8fa8-2698ca0d4930,publish academic research,skill/competence,4,0
TSK007572,9fc400ac-8ed2-4aff-915f-aa4f2609ec7b,multidisciplinary research,knowledge,5,1
TSK007572,b1604a2d-c26a-427d-bda9-b8073a319fe9,adjust ICT system capacity,skill/competence,5,1
TSK007572,02058de6-4b98-449f-8a45-8588b0eb2446,network engineering,knowledge,3,0
TSK007573,9ba8fd27-275d-4bad-8c48-f668aa99a578,balance database resources,skill/competence,1,0
TSK007573,7adb8473-bcc6-4ff8-9850-76d945d40092,analyse ICT system,skill/competence,2,0
TSK007573,9cf681c7-89ec-470c-b651-7fe03786f586,query languages,knowledge,4,1
TSK007573,0868eef3-2213-4572-9343-74931345a7d3,administer ICT system,skill/competence,4,1
TSK007573,9190d87f-9792-42e0-bb7f-64294a656bcd,monitor system performance,skill/competence,5,1
TSK007573,a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,knowledge,4,1
TSK007573,82de2df7-0d6c-42b1-94ac-b3e9a029e917,use back-up and recovery tools,skill/competence,4,0
TSK007573,415abd43-e8e5-4643-b5da-5f11307af57a,use different communication channels,skill/competence,4,0
TSK007573,484df271-bb52-49f1-8f50-f19624bf4df2,software components libraries,knowledge,2,0
TSK007574,11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud architecture,skill/competence,2,0
TSK007574,c13fb093-5ffb-491a-b8b7-fa2d42a57e2e,implement cloud security and compliance,skill/competence,2,0
TSK007574,2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,skill/competence,2,0
TSK007574,1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,knowledge,3,1
TSK007574,4da4587a-fd0b-4ca2-886c-c42a1562d432,design cloud networks,skill/competence,4,1
TSK007574,75f839c2-fd9a-4ad3-8921-6e734608568d,use query languages,skill/competence,2,0
TSK007574,7e796b51-49d7-4e73-95af-2e7323763f15,design database in the cloud,skill/competence,3,0
TSK007575,64852ade-6ae1-4760-ba4a-976bf07ca255,manage disaster recovery plans,skill/competence,3,1
TSK007575,47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice,knowledge,3,0
TSK007575,c13fb093-5ffb-491a-b8b7-fa2d42a57e2e,implement cloud security and compliance,skill/competence,2,0
TSK007575,38716afc-a93b-44ab-96cc-2ecf67edcf32,do cloud refactoring,skill/competence,2,0
TSK007575,925463a7-d51f-4d5b-9f79-4d28cf30acde,integrated development environment software,knowledge,3,0
TSK007575,ce8ae6ca-61d8-4174-b457-641de96cbff4,automate cloud tasks,skill/competence,1,0
TSK007576,6195c5f7-a4fb-425d-a3dd-c4467c4471a3,deploy cloud resource,skill/competence,3,1
TSK007576,11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud architecture,skill/competence,2,1
TSK007576,0a52bed5-fd29-45fb-aba6-e32bccfda1c1,plan migration to cloud,skill/competence,2,1
TSK007576,4da4587a-fd0b-4ca2-886c-c42a1562d432,design cloud networks,skill/competence,2,0
