project_domain,project_type,project_complexity,project_criticality,role_required,team_size_required,estimated_hours,deadline_days,priority,skill_match_pct,critical_skill_match_pct,skill_level_match_pct,experience_match_pct,domain_match,role_match,critical_project_experience,performance_score,current_workload_pct,availability_pct,reliability_score,collaboration_score,project_success,task_start_date
Energy,Enterprise Architecture,Moderate,High,Solution Architect,7,113.4,30,High,20.0,0.0,20.0,50.93,1,0,2,3,38.39,71.31,65.0,62.3,0,2024-09-03
Government,Machine Learning,Advanced,Medium,Data Engineer,6,118.7,30,Low,50.0,50.0,16.67,100.0,1,1,4,4,46.65,64.36,78.6,76.9,0,2024-09-03
Manufacturing,Dashboards,Basic,Low,UX Designer,9,48.9,13,Low,50.0,0.0,50.0,100.0,0,1,0,2,43.11,62.27,45.9,51.3,1,2024-09-03
Manufacturing,Dashboards,Basic,Low,UX Designer,9,48.9,13,Low,100.0,100.0,100.0,100.0,0,0,0,2,17.99,81.35,42.6,56.8,1,2024-09-03
Manufacturing,Dashboards,Basic,Low,UX Designer,9,48.9,13,Low,50.0,0.0,50.0,100.0,0,1,2,5,32.03,78.1,72.3,56.7,1,2024-09-03
Manufacturing,Dashboards,Basic,Low,UX Designer,9,48.9,13,Low,50.0,0.0,50.0,100.0,1,0,1,4,20.61,83.92,67.1,69.1,0,2024-09-03
Manufacturing,Dashboards,Basic,Low,UX Designer,9,48.9,13,Low,0.0,0.0,0.0,100.0,0,1,0,2,14.42,88.48,46.1,57.4,0,2024-09-03
Manufacturing,Dashboards,Basic,Low,UX Designer,9,48.9,13,Low,100.0,100.0,100.0,100.0,0,0,4,2,27.88,69.07,33.4,59.2,1,2024-09-03
Manufacturing,Dashboards,Basic,Low,UX Designer,9,48.9,13,Low,100.0,100.0,100.0,100.0,0,0,1,1,17.6,79.38,25.6,53.1,1,2024-09-03
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,9,151.7,38,Urgent,50.0,40.0,37.5,92.11,0,1,3,5,19.08,80.93,81.9,72.3,1,2024-09-04
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,9,151.7,38,Urgent,12.5,0.0,12.5,100.0,1,0,0,1,49.37,60.87,45.0,40.4,0,2024-09-04
Banking,Monitoring,Moderate,Critical,Support Engineer,10,137.8,42,Urgent,0.0,0.0,0.0,33.38,1,0,0,2,20.05,79.27,38.0,53.5,0,2024-09-04
SaaS,Testing/QA,Advanced,Low,Software Engineer,5,131.6,34,Medium,44.44,0.0,44.44,41.67,0,0,4,4,40.63,65.64,54.1,67.5,1,2024-09-04
SaaS,Testing/QA,Advanced,Low,Software Engineer,5,131.6,34,Medium,44.44,0.0,44.44,100.0,0,0,4,3,34.09,75.16,57.8,65.9,0,2024-09-04
SaaS,Testing/QA,Advanced,Low,Software Engineer,5,131.6,34,Medium,11.11,0.0,11.11,100.0,0,0,3,1,48.68,58.48,36.0,39.0,0,2024-09-04
SaaS,Testing/QA,Advanced,Low,Software Engineer,5,131.6,34,Medium,44.44,0.0,44.44,63.95,1,0,2,2,19.84,82.33,44.9,58.8,1,2024-09-04
Banking,Monitoring,Moderate,Critical,Support Engineer,10,137.8,42,Urgent,16.67,0.0,0.0,57.22,0,0,3,1,41.19,67.37,33.9,40.1,0,2024-09-04
Government,Machine Learning,Advanced,Medium,Technical Lead,6,174.7,42,High,33.33,50.0,33.33,44.1,0,1,0,5,16.12,83.43,66.5,70.8,0,2024-09-04
Insurance,Fraud Detection,Critical,High,Business Analyst,6,437.8,111,Medium,100.0,100.0,0.0,4.34,0,0,1,1,17.99,83.44,28.6,53.7,0,2024-09-04
Telecom,Dashboards,Basic,Low,Frontend Developer,6,182.7,44,Low,33.33,0.0,33.33,100.0,0,0,4,2,21.34,77.22,31.3,48.3,0,2024-09-04
SaaS,Testing/QA,Advanced,Low,Software Engineer,5,131.6,34,Medium,44.44,0.0,33.33,100.0,0,0,0,2,66.69,37.17,38.8,53.6,0,2024-09-04
SaaS,Testing/QA,Advanced,Low,Software Engineer,5,131.6,34,Medium,22.22,100.0,11.11,76.55,1,0,3,4,30.16,81.12,65.1,62.2,1,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,11.11,0.0,11.11,100.0,1,0,0,2,66.61,40.78,47.6,55.7,0,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,22.22,0.0,22.22,51.26,0,0,3,4,26.79,75.52,62.2,84.3,1,2024-09-04
SaaS,Testing/QA,Advanced,Low,Test Analyst,6,310.9,64,Medium,100.0,100.0,100.0,58.51,1,1,3,4,46.82,66.06,68.6,68.2,1,2024-09-04
SaaS,Testing/QA,Advanced,Low,Test Analyst,6,310.9,64,Medium,100.0,100.0,100.0,100.0,0,1,4,1,69.86,46.35,35.5,42.9,1,2024-09-04
SaaS,Testing/QA,Advanced,Low,Test Analyst,6,310.9,64,Medium,50.0,100.0,50.0,100.0,0,0,2,4,69.69,45.16,76.4,71.5,1,2024-09-04
SaaS,Testing/QA,Advanced,Low,Test Analyst,6,310.9,64,Medium,100.0,100.0,100.0,89.54,0,1,2,3,32.01,69.71,43.3,56.0,1,2024-09-04
SaaS,Testing/QA,Advanced,Low,Test Analyst,6,310.9,64,Medium,0.0,0.0,0.0,100.0,1,0,2,1,23.21,77.0,32.1,31.4,0,2024-09-04
Insurance,Fraud Detection,Critical,High,Business Analyst,6,437.8,111,Medium,100.0,100.0,66.67,58.03,0,0,4,5,88.24,28.4,76.6,85.9,0,2024-09-04
Insurance,Fraud Detection,Critical,High,Business Analyst,6,437.8,111,Medium,33.33,0.0,0.0,11.39,0,0,0,3,18.56,88.22,51.4,55.4,0,2024-09-04
Telecom,Dashboards,Basic,Low,Frontend Developer,6,182.7,44,Low,33.33,0.0,33.33,100.0,0,0,1,5,20.4,79.55,65.8,65.1,0,2024-09-04
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,9,151.7,38,Urgent,12.5,20.0,0.0,38.28,1,1,1,2,27.72,74.43,37.8,50.6,0,2024-09-04
Government,Machine Learning,Advanced,Medium,Technical Lead,6,174.7,42,High,83.33,100.0,83.33,91.04,0,0,3,1,16.49,80.99,27.0,40.8,1,2024-09-04
Government,Machine Learning,Advanced,Medium,Technical Lead,6,174.7,42,High,33.33,50.0,33.33,100.0,0,0,3,5,32.19,72.31,73.6,69.1,1,2024-09-04
Government,Machine Learning,Advanced,Medium,Technical Lead,6,174.7,42,High,100.0,100.0,100.0,100.0,0,0,2,3,40.46,69.86,61.1,65.3,1,2024-09-04
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,9,151.7,38,Urgent,62.5,40.0,37.5,100.0,1,1,3,3,20.05,77.32,66.3,63.2,1,2024-09-04
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,9,151.7,38,Urgent,37.5,20.0,0.0,14.95,0,1,0,1,25.31,79.52,21.3,38.9,0,2024-09-04
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,9,151.7,38,Urgent,25.0,20.0,12.5,100.0,1,1,5,1,18.35,83.19,37.9,41.8,0,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,0.0,0.0,0.0,38.67,0,0,3,3,33.16,72.0,50.8,63.0,0,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,66.67,100.0,55.56,100.0,1,0,2,1,62.41,48.98,49.9,46.9,1,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,22.22,0.0,22.22,100.0,1,0,1,5,11.05,84.81,77.9,81.5,1,2024-09-04
Technology,Recommendation Systems,Basic,Low,ML Engineer,7,90.1,25,Low,40.0,100.0,40.0,100.0,0,0,4,4,68.26,43.53,76.5,75.6,1,2024-09-04
Technology,Recommendation Systems,Basic,Low,ML Engineer,7,90.1,25,Low,20.0,0.0,20.0,100.0,1,0,6,2,29.94,69.22,40.1,54.6,1,2024-09-04
Technology,Recommendation Systems,Basic,Low,ML Engineer,7,90.1,25,Low,0.0,0.0,0.0,100.0,1,0,3,2,23.59,75.62,41.7,59.6,0,2024-09-04
Technology,Recommendation Systems,Basic,Low,ML Engineer,7,90.1,25,Low,0.0,0.0,0.0,94.41,0,1,0,1,67.84,43.29,22.3,42.8,0,2024-09-04
Technology,Recommendation Systems,Basic,Low,ML Engineer,7,90.1,25,Low,20.0,0.0,20.0,100.0,0,0,4,5,24.54,81.11,72.0,60.1,1,2024-09-04
Technology,Recommendation Systems,Basic,Low,ML Engineer,7,90.1,25,Low,80.0,100.0,80.0,100.0,0,1,3,1,74.19,40.46,25.5,30.9,1,2024-09-04
Technology,Recommendation Systems,Basic,Low,ML Engineer,7,90.1,25,Low,20.0,0.0,20.0,100.0,0,0,4,2,37.09,72.34,49.5,59.2,0,2024-09-04
Technology,Recommendation Systems,Basic,Low,ML Engineer,7,90.1,25,Low,20.0,100.0,0.0,100.0,1,0,1,3,20.95,74.5,39.2,70.7,1,2024-09-04
Government,Machine Learning,Advanced,Medium,Technical Lead,6,174.7,42,High,100.0,100.0,100.0,100.0,1,0,10,5,49.25,56.83,87.3,73.0,1,2024-09-04
Government,Machine Learning,Advanced,Medium,Technical Lead,6,174.7,42,High,66.67,50.0,50.0,100.0,0,0,2,2,52.4,57.33,52.9,64.8,0,2024-09-04
Government,Machine Learning,Advanced,Medium,Technical Lead,6,174.7,42,High,66.67,50.0,66.67,76.1,0,0,5,5,28.63,66.72,55.1,68.6,1,2024-09-04
Insurance,Fraud Detection,Critical,High,Business Analyst,6,437.8,111,Medium,100.0,100.0,0.0,16.81,0,0,0,1,57.88,47.76,24.6,44.9,0,2024-09-04
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,9,151.7,38,Urgent,25.0,40.0,0.0,65.19,1,0,1,1,52.23,63.68,38.4,37.4,0,2024-09-04
Telecom,Dashboards,Basic,Low,Frontend Developer,6,182.7,44,Low,16.67,50.0,16.67,100.0,1,0,5,5,40.63,67.99,75.6,85.7,0,2024-09-04
Telecom,Dashboards,Basic,Low,Frontend Developer,6,182.7,44,Low,50.0,50.0,33.33,100.0,0,0,1,4,16.85,84.3,55.4,71.2,1,2024-09-04
Telecom,Dashboards,Basic,Low,Frontend Developer,6,182.7,44,Low,16.67,0.0,0.0,100.0,0,0,0,2,23.62,84.06,42.0,42.8,0,2024-09-04
Telecom,Dashboards,Basic,Low,Frontend Developer,6,182.7,44,Low,16.67,0.0,16.67,100.0,1,0,0,3,20.61,81.17,54.7,76.2,0,2024-09-04
Telecom,Dashboards,Basic,Low,Frontend Developer,6,182.7,44,Low,16.67,0.0,16.67,100.0,0,0,2,2,30.9,67.11,33.4,56.1,0,2024-09-04
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,9,151.7,38,Urgent,37.5,40.0,0.0,100.0,0,0,5,5,70.57,39.88,77.1,84.8,0,2024-09-04
Banking,Monitoring,Moderate,Critical,Support Engineer,10,137.8,42,Urgent,66.67,66.67,66.67,100.0,1,1,2,5,82.71,33.72,83.8,88.8,1,2024-09-04
Insurance,Fraud Detection,Critical,High,Business Analyst,6,437.8,111,Medium,33.33,0.0,33.33,47.18,0,1,2,3,52.52,57.63,44.6,51.5,0,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,44.44,50.0,33.33,80.04,0,0,4,4,47.75,59.66,56.0,81.6,1,2024-09-04
FinTech,Mobile Application,Basic,Medium,Mobile Developer,6,101.2,30,Low,11.11,25.0,11.11,100.0,0,0,2,2,24.72,84.8,46.9,52.3,0,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,33.33,50.0,33.33,100.0,0,0,5,5,34.82,66.3,65.3,72.5,1,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,22.22,0.0,22.22,58.45,0,1,2,5,29.76,72.4,72.0,61.8,1,2024-09-04
Retail,Cloud Migration,Moderate,Medium,Solution Architect,2,206.1,42,High,50.0,0.0,50.0,100.0,0,0,2,2,24.91,75.01,40.2,67.8,0,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,88.89,100.0,88.89,15.29,0,0,3,5,17.04,80.41,63.9,54.5,0,2024-09-04
Banking,Monitoring,Moderate,Critical,Support Engineer,10,137.8,42,Urgent,50.0,66.67,50.0,94.01,0,1,6,5,26.58,70.59,80.1,88.0,1,2024-09-04
FinTech,Mobile Application,Basic,Medium,Mobile Developer,6,101.2,30,Low,11.11,25.0,11.11,100.0,0,0,6,4,28.66,78.0,60.9,55.0,1,2024-09-04
Travel,Data Engineering,Advanced,Low,Solution Architect,10,103.4,30,Low,66.67,100.0,22.22,39.57,0,0,2,2,33.69,72.82,44.1,63.0,1,2024-09-04
Retail,Cloud Migration,Moderate,Medium,Solution Architect,2,206.1,42,High,100.0,100.0,50.0,37.23,0,1,1,2,59.55,51.82,40.8,49.5,0,2024-09-04
FinTech,Mobile Application,Basic,Medium,Mobile Developer,6,101.2,30,Low,33.33,0.0,33.33,71.92,0,1,2,1,41.57,68.63,22.1,39.5,0,2024-09-04
FinTech,Mobile Application,Basic,Medium,Mobile Developer,6,101.2,30,Low,33.33,25.0,22.22,25.68,0,0,0,1,19.67,81.62,20.0,41.5,0,2024-09-04
FinTech,Mobile Application,Basic,Medium,Mobile Developer,6,101.2,30,Low,33.33,50.0,33.33,100.0,0,1,2,1,34.65,69.46,33.2,35.2,0,2024-09-04
FinTech,Mobile Application,Basic,Medium,Mobile Developer,6,101.2,30,Low,33.33,25.0,33.33,100.0,0,1,3,1,48.32,58.59,27.5,52.8,0,2024-09-04
Retail,Payment Systems,Advanced,Critical,Security Engineer,7,183.2,69,Urgent,60.0,66.67,40.0,100.0,1,1,3,5,77.55,36.91,84.3,87.9,1,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,25.0,100.0,25.0,100.0,1,0,3,4,17.78,78.43,56.2,52.3,1,2024-09-05
Retail,Payment Systems,Advanced,Critical,Security Engineer,7,183.2,69,Urgent,40.0,33.33,20.0,74.83,0,1,2,3,38.03,66.79,52.5,73.7,0,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,25.0,100.0,0.0,100.0,0,1,0,2,28.29,80.01,43.1,56.3,1,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,50.0,100.0,50.0,35.17,0,0,0,5,6.93,91.76,69.9,74.4,1,2024-09-05
Telecom,Monitoring,Moderate,Medium,Support Engineer,7,96.2,22,Low,71.43,100.0,71.43,100.0,0,0,1,4,14.6,85.1,57.5,73.7,1,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Project Manager,8,193.5,57,Urgent,33.33,50.0,16.67,100.0,1,1,3,2,100.0,12.33,48.3,43.8,0,2024-09-05
Banking,Monitoring,Moderate,Critical,Systems Administrator,4,295.4,100,Urgent,25.0,16.67,0.0,28.08,0,1,1,1,64.42,47.35,28.0,40.1,0,2024-09-05
Manufacturing,Database Migration,Advanced,High,Solution Architect,9,299.6,81,High,0.0,0.0,0.0,65.15,0,0,0,4,14.25,87.78,59.2,70.3,0,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,25.0,0.0,25.0,100.0,0,1,3,2,25.28,81.04,37.7,38.8,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Project Manager,8,193.5,57,Urgent,50.0,50.0,16.67,14.74,1,0,2,5,56.13,52.21,67.9,84.0,1,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Project Manager,8,193.5,57,Urgent,50.0,50.0,16.67,100.0,1,0,7,1,71.68,41.77,38.9,56.2,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Project Manager,8,193.5,57,Urgent,50.0,50.0,0.0,14.21,0,0,0,1,21.18,77.89,20.0,37.2,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Project Manager,8,193.5,57,Urgent,50.0,50.0,16.67,73.68,1,0,2,2,30.7,71.65,58.2,58.0,1,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,0.0,0.0,0.0,100.0,0,0,3,3,16.1,80.12,65.2,73.5,0,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,0.0,0.0,0.0,100.0,0,0,4,3,33.88,66.72,52.9,51.7,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,7,205.7,78,High,66.67,100.0,0.0,87.66,1,0,2,1,8.23,84.58,20.0,48.6,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,7,205.7,78,High,66.67,50.0,16.67,80.74,1,0,6,2,100.0,13.12,36.8,53.3,0,2024-09-05
Banking,Monitoring,Moderate,Critical,Systems Administrator,4,295.4,100,Urgent,25.0,33.33,12.5,100.0,1,0,3,4,64.39,42.95,63.0,76.6,0,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,25.0,0.0,25.0,100.0,1,0,3,1,54.1,54.6,38.6,36.2,0,2024-09-05
Telecom,Monitoring,Moderate,Medium,Support Engineer,7,96.2,22,Low,85.71,100.0,85.71,100.0,0,0,8,5,72.56,40.31,77.1,84.4,1,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,50.0,100.0,25.0,97.86,0,0,0,1,45.69,60.8,32.9,51.4,1,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,25.0,0.0,25.0,32.11,1,0,0,1,6.56,90.04,30.0,55.0,0,2024-09-05
Banking,Monitoring,Moderate,Critical,Systems Administrator,4,295.4,100,Urgent,37.5,33.33,12.5,59.83,1,1,6,3,31.83,70.69,40.5,41.9,0,2024-09-05
FinTech,Testing/QA,Moderate,Low,Test Analyst,5,81.3,20,Medium,50.0,100.0,0.0,100.0,0,0,2,3,44.95,63.63,47.2,54.2,1,2024-09-05
FinTech,Testing/QA,Moderate,Low,Test Analyst,5,81.3,20,Medium,50.0,100.0,50.0,100.0,0,0,4,3,25.28,75.62,48.2,61.4,1,2024-09-05
Banking,Monitoring,Moderate,Critical,Systems Administrator,4,295.4,100,Urgent,75.0,66.67,25.0,99.51,0,1,2,4,36.13,70.25,70.6,55.4,1,2024-09-05
Banking,Monitoring,Moderate,Critical,Systems Administrator,4,295.4,100,Urgent,62.5,50.0,25.0,21.37,0,1,3,5,100.0,16.49,64.4,66.7,0,2024-09-05
FinTech,Testing/QA,Moderate,Low,Test Analyst,5,81.3,20,Medium,0.0,0.0,0.0,100.0,0,0,1,3,30.88,73.06,54.9,72.3,1,2024-09-05
Media,Digital Transformation,Moderate,Low,Enterprise Architect,7,96.8,24,Medium,25.0,100.0,0.0,0.0,0,0,0,1,22.5,84.93,32.5,54.9,0,2024-09-05
Media,Digital Transformation,Moderate,Low,Enterprise Architect,7,96.8,24,Medium,50.0,100.0,50.0,100.0,1,1,6,3,45.5,59.85,56.0,48.4,1,2024-09-05
Media,Digital Transformation,Moderate,Low,Enterprise Architect,7,96.8,24,Medium,75.0,100.0,75.0,100.0,0,1,5,3,36.52,70.94,58.1,64.5,1,2024-09-05
Media,Digital Transformation,Moderate,Low,Enterprise Architect,7,96.8,24,Medium,25.0,100.0,25.0,17.74,0,0,1,4,17.42,81.13,55.0,69.0,1,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Enterprise Architect,9,186.7,62,Urgent,60.0,33.33,40.0,80.37,0,0,7,3,39.7,66.08,59.3,47.2,0,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,25.0,0.0,25.0,81.04,0,0,3,3,19.27,76.83,55.1,58.2,1,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Enterprise Architect,9,186.7,62,Urgent,60.0,33.33,40.0,93.57,1,0,2,4,36.13,70.25,70.6,55.4,1,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Enterprise Architect,9,186.7,62,Urgent,60.0,33.33,40.0,87.26,1,0,2,1,8.23,84.58,20.0,48.6,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Enterprise Architect,9,186.7,62,Urgent,80.0,66.67,20.0,47.65,1,0,4,2,24.13,76.88,45.8,46.5,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Enterprise Architect,9,186.7,62,Urgent,40.0,33.33,20.0,17.22,0,0,6,5,55.44,56.55,70.6,67.3,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Enterprise Architect,9,186.7,62,Urgent,80.0,66.67,40.0,100.0,1,0,10,4,42.51,61.48,74.4,72.6,1,2024-09-05
Telecom,Monitoring,Moderate,Medium,Support Engineer,7,96.2,22,Low,28.57,50.0,0.0,68.97,0,0,3,1,94.08,25.74,20.0,50.2,0,2024-09-05
Telecom,Monitoring,Moderate,Medium,Support Engineer,7,96.2,22,Low,28.57,50.0,14.29,50.71,0,0,2,1,61.93,51.33,20.0,52.6,0,2024-09-05
Media,Digital Transformation,Moderate,Low,Enterprise Architect,7,96.8,24,Medium,62.5,100.0,62.5,100.0,1,1,3,3,37.08,68.55,49.8,57.0,1,2024-09-05
Media,Digital Transformation,Moderate,Low,Enterprise Architect,7,96.8,24,Medium,25.0,100.0,25.0,100.0,0,0,3,2,94.36,16.34,49.2,52.1,0,2024-09-05
Media,Digital Transformation,Moderate,Low,Enterprise Architect,7,96.8,24,Medium,12.5,0.0,12.5,100.0,0,1,0,4,18.56,82.62,59.6,69.0,1,2024-09-05
FinTech,Testing/QA,Moderate,Low,Test Analyst,5,81.3,20,Medium,0.0,0.0,0.0,31.36,0,0,0,3,21.35,86.12,50.6,59.6,0,2024-09-05
FinTech,Testing/QA,Moderate,Low,Test Analyst,5,81.3,20,Medium,50.0,100.0,50.0,48.78,0,0,0,5,17.96,81.6,75.2,73.1,1,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,7,205.7,78,High,100.0,100.0,50.0,100.0,1,0,10,4,42.51,61.48,74.4,72.6,1,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Enterprise Architect,9,186.7,62,Urgent,20.0,0.0,20.0,100.0,0,0,7,5,28.26,74.23,68.9,79.1,0,2024-09-05
Media,Mobile Application,Moderate,Low,UX Designer,8,154.0,28,Urgent,0.0,0.0,0.0,70.34,0,1,1,5,25.09,72.44,58.3,70.7,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Project Manager,8,193.5,57,Urgent,33.33,50.0,0.0,38.42,0,0,4,3,41.02,73.21,58.6,49.8,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,7,205.7,78,High,50.0,50.0,16.67,80.74,0,0,7,3,39.7,66.08,59.3,47.2,0,2024-09-05
Telecom,Monitoring,Moderate,Medium,Support Engineer,7,96.2,22,Low,0.0,0.0,0.0,20.28,0,0,0,1,52.48,54.88,27.9,37.6,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Project Manager,8,193.5,57,Urgent,16.67,25.0,0.0,66.84,0,0,4,1,69.77,47.45,50.1,46.1,0,2024-09-05
Manufacturing,Database Migration,Advanced,High,Solution Architect,9,299.6,81,High,16.67,0.0,0.0,30.94,0,0,0,1,9.54,86.48,28.5,48.5,0,2024-09-05
Manufacturing,Database Migration,Advanced,High,Solution Architect,9,299.6,81,High,50.0,50.0,33.33,100.0,0,0,6,3,36.13,74.49,63.0,56.7,1,2024-09-05
Manufacturing,Database Migration,Advanced,High,Solution Architect,9,299.6,81,High,16.67,0.0,0.0,96.09,0,0,7,3,26.04,77.92,56.7,57.0,0,2024-09-05
Manufacturing,Database Migration,Advanced,High,Solution Architect,9,299.6,81,High,16.67,50.0,0.0,36.37,0,1,1,3,22.65,72.8,47.5,77.7,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,7,205.7,78,High,33.33,25.0,0.0,73.82,1,1,5,3,26.94,75.48,63.8,69.9,0,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,50.0,0.0,0.0,100.0,1,0,3,1,50.0,55.44,20.0,58.0,0,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,100.0,100.0,50.0,12.27,0,0,0,3,13.29,88.97,42.1,70.8,1,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,0.0,0.0,0.0,44.01,0,1,0,3,32.79,70.14,50.1,72.7,0,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,50.0,0.0,50.0,59.16,1,0,0,4,34.82,67.55,67.7,43.5,1,2024-09-05
Manufacturing,Database Migration,Advanced,High,Solution Architect,9,299.6,81,High,50.0,50.0,16.67,76.55,1,0,7,3,26.76,75.36,62.2,65.9,1,2024-09-05
Manufacturing,Database Migration,Advanced,High,Solution Architect,9,299.6,81,High,33.33,0.0,0.0,84.15,0,0,3,3,38.39,65.87,52.0,51.6,0,2024-09-05
Manufacturing,Database Migration,Advanced,High,Solution Architect,9,299.6,81,High,33.33,50.0,0.0,46.69,1,0,3,2,31.07,69.63,42.3,51.9,0,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,0.0,0.0,0.0,100.0,0,0,2,2,13.11,81.94,25.9,63.2,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,7,205.7,78,High,33.33,50.0,0.0,13.26,0,0,0,5,42.4,61.4,82.5,81.2,0,2024-09-05
Telecom,Monitoring,Moderate,Medium,Support Engineer,7,96.2,22,Low,28.57,50.0,28.57,60.85,1,0,1,1,68.44,42.43,35.8,49.4,0,2024-09-05
Technology,Enterprise Architecture,Advanced,Critical,Solution Architect,7,205.7,78,High,33.33,25.0,16.67,48.44,0,1,0,4,23.24,82.42,70.5,69.5,0,2024-09-05
Telecom,Monitoring,Moderate,Medium,Support Engineer,7,96.2,22,Low,71.43,100.0,57.14,100.0,0,0,0,5,13.87,87.62,73.4,74.8,1,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,100.0,100.0,100.0,100.0,0,0,1,1,11.97,81.1,28.3,35.1,1,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,50.0,100.0,50.0,60.61,0,0,4,5,20.22,76.27,61.5,74.5,1,2024-09-05
SaaS,UI/UX,Advanced,Medium,Frontend Developer,9,164.1,48,Medium,50.0,100.0,0.0,82.25,0,1,4,3,55.47,50.91,52.0,67.6,1,2024-09-05
Banking,Monitoring,Moderate,Critical,Network Engineer,7,256.1,89,Urgent,50.0,33.33,25.0,100.0,1,1,5,3,66.01,41.95,50.9,63.5,0,2024-09-05
Manufacturing,Web Application,Moderate,Low,UI Developer,8,133.8,32,Low,33.33,100.0,16.67,100.0,0,0,2,1,26.6,82.71,40.3,32.5,1,2024-09-06
Manufacturing,UI/UX,Basic,Low,Frontend Developer,9,90.8,24,Low,71.43,100.0,57.14,100.0,0,0,0,1,10.11,81.87,20.9,35.8,1,2024-09-06
Manufacturing,UI/UX,Basic,Low,Frontend Developer,9,90.8,24,Low,42.86,100.0,42.86,100.0,1,0,0,2,6.56,92.66,52.8,46.8,1,2024-09-06
Manufacturing,UI/UX,Basic,Low,Frontend Developer,9,90.8,24,Low,57.14,100.0,57.14,100.0,0,0,3,5,60.94,45.17,71.5,86.2,1,2024-09-06
Retail,Mobile Application,Critical,Critical,Software Engineer,6,352.6,95,High,83.33,100.0,16.67,85.91,0,1,4,4,29.03,73.77,69.3,79.8,1,2024-09-06
