employee_id,Department,Job_Title,Years_At_Company,Education_Level,Performance_Score,Projects_Handled,esco_occupation,reliability_score,collaboration_score,critical_project_experience,capacity_week,baseline_load,esco_occupation_uri,isco_group,domain_experience,skill_count,assignments_in_dataset
50087,Engineering,Developer,1,Bachelor,2,18,cloud software developer,29.1,48.5,0,54.466512702078525,0.4720408163265306,http://data.europa.eu/esco/occupation/781a6350-e686-45b9-b075-e4c8d5a05ff7,2512,Technology,19,3
33035,Customer Support,Analyst,0,Bachelor,4,11,ICT business analyst,55.0,69.0,1,46.38568129330254,0.34846938775510206,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,FinTech,25,8
3792,Marketing,Consultant,1,Bachelor,4,12,employer branding manager,57.0,66.0,1,43.23325635103926,0.2846938775510204,http://data.europa.eu/esco/occupation/133ab775-f08d-4bc7-8629-89d286180f4e,2431,Energy|SaaS,16,0
527,Operations,Manager,4,Bachelor,4,30,industrial quality manager,69.0,66.0,2,56.6189376443418,0.666734693877551,http://data.europa.eu/esco/occupation/fdb16700-109e-4d02-949e-3213f278df93,1321,E-commerce|Energy|FinTech|Government|Logistics|Retail,37,0
80069,HR,Specialist,1,Bachelor,2,26,recruitment consultant,31.8,56.3,0,36.54041570438799,0.35183673469387755,http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,2423,FinTech|SaaS,26,0
5319,IT,Developer,0,Bachelor,1,41,mobile application developer,27.3,42.5,2,60.77136258660508,0.8802040816326531,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c,2514,SaaS|Technology,40,8
12060,IT,Specialist,7,Master,5,16,data quality specialist,76.3,71.5,2,45.69284064665127,0.4045918367346939,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3,2519,Banking|E-commerce|Education|Logistics|Manufacturing|SaaS,30,9
78582,IT,Manager,8,Bachelor,5,36,ICT project manager,77.3,68.6,5,40.23094688221709,0.5540816326530612,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,1330,E-commerce|Healthcare|SaaS,53,4
29477,Sales,Consultant,8,Bachelor,4,6,sales account manager,51.9,58.9,1,47.697459584295615,0.23234693877551021,http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d,1420,FinTech|Manufacturing|Retail|SaaS,27,0
42407,Engineering,Consultant,0,High School,4,37,ICT system integration consultant,59.3,90.6,3,48.84988452655889,0.6253061224489797,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1,2511,Government,33,3
13640,Sales,Developer,0,Bachelor,1,29,ICT account manager,20.0,48.6,1,37.00461893764434,0.3405102040816327,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,2434,Retail|SaaS,18,0
8127,Operations,Technician,1,Bachelor,5,19,sales processor,70.1,74.5,0,59.69284064665127,0.648265306122449,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,5223,Energy|Manufacturing,28,1
26461,IT,Engineer,2,High School,2,35,ICT system architect,48.7,51.6,1,53.38568129330254,0.7228571428571429,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,2511,Manufacturing|SaaS,46,14
21359,HR,Technician,0,High School,5,45,payroll clerk,70.6,63.7,1,62.38799076212471,0.9251020408163266,http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be,4313,Banking|Education,12,0
88442,Sales,Technician,1,High School,1,7,after-sales service technician,29.2,36.2,0,49.69284064665127,0.3635714285714286,http://data.europa.eu/esco/occupation/98e58946-3227-4f6c-a5d1-5892fe76883d,2433,SaaS|Travel,18,0
74708,Marketing,Specialist,3,High School,5,15,public relations officer,71.0,87.5,1,52.54041570438799,0.46836734693877546,http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134,2432,Energy|Healthcare|Travel,43,0
95824,IT,Analyst,0,Bachelor,1,42,data scientist,27.5,42.3,3,45.46189376443418,0.6964285714285715,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,2511,Logistics,60,14
73761,Operations,Manager,3,High School,5,18,logistics and distribution manager,72.2,56.9,2,41.00230946882217,0.32204081632653064,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,1324,Logistics|Technology,38,0
50917,HR,Developer,4,Bachelor,3,47,ICT trainer,54.9,72.3,1,38.07852193995381,0.6175510204081632,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356,Education|Logistics|Travel,26,1
33448,IT,Analyst,4,Master,2,2,ICT business analyst,28.5,41.3,1,65.23556581986143,0.4574489795918367,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,Telecom,22,7
36699,Operations,Developer,2,High School,4,25,system configurator,68.2,82.8,1,49.3094688221709,0.5356122448979592,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522,Education,58,8
10466,IT,Specialist,6,Bachelor,1,30,digital forensics expert,29.0,37.1,3,54.77136258660508,0.666734693877551,http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424,2529,Banking|FinTech|Healthcare|Media,53,13
22432,Finance,Manager,6,Bachelor,2,30,credit manager,28.7,34.4,1,59.697459584295615,0.681734693877551,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,3312,Energy|Logistics|Technology|Travel,36,4
92511,Legal,Developer,1,Bachelor,1,1,data protection officer,25.8,44.6,0,51.773672055427255,0.2512244897959184,http://data.europa.eu/esco/occupation/1619d7f3-7d95-407c-a20e-47745bfcde73,2619,Banking|Technology,31,2
46942,Finance,Specialist,6,Bachelor,5,30,financial markets back office administrator,82.2,71.3,3,45.54041570438799,0.531734693877551,http://data.europa.eu/esco/occupation/35fbb8cd-c044-49a1-850c-010481c99b4a,4312,FinTech|Government|Technology,21,3
4513,Engineering,Specialist,5,Bachelor,3,5,computer vision engineer,64.0,73.4,1,63.92609699769053,0.5061224489795918,http://data.europa.eu/esco/occupation/1c5a45b9-440e-4726-b565-16a952abd341,2511,Manufacturing|Technology|Telecom|Travel,39,14
4285,Engineering,Manager,2,Bachelor,1,39,enterprise architect,25.7,21.3,3,43.23094688221709,0.6327551020408164,http://data.europa.eu/esco/occupation/2bef94db-0088-4507-982a-2ca717529adb,2511,Manufacturing|Telecom,45,13
61620,Legal,Manager,3,Master,5,31,contract manager,69.5,72.9,4,47.00230946882217,0.5579591836734694,http://data.europa.eu/esco/occupation/2c9939ef-ebab-4111-8f27-605ae8782791,2619,Banking|FinTech,27,0
56682,Finance,Specialist,5,Bachelor,2,33,public finance accountant,48.6,57.4,1,36.15473441108545,0.4454081632653062,http://data.europa.eu/esco/occupation/78db356f-a96a-4456-ab29-2de62e52f830,2411,Logistics|Media,18,1
84486,Operations,Engineer,7,High School,5,49,process engineer,80.8,71.2,2,56.77136258660508,0.9100000000000001,http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2,2141,Energy|Logistics|Retail|Technology,22,0
51097,IT,Engineer,0,Bachelor,3,27,integration engineer,49.2,53.7,0,51.311778290993075,0.543061224489796,http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212,2511,Healthcare|SaaS,33,14
23037,IT,Engineer,0,Bachelor,5,12,ICT network engineer,75.4,72.6,0,61.54041570438799,0.5696938775510204,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d,2523,Technology,58,14
40624,IT,Specialist,7,High School,3,39,geographic information systems specialist,47.6,54.6,1,40.00461893764434,0.49775510204081636,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,2165,FinTech|Manufacturing|Telecom,29,1
26854,Engineering,Analyst,3,High School,4,6,software analyst,61.3,70.2,0,42.00461893764434,0.1573469387755102,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,E-commerce|SaaS|Telecom|Travel,48,6
95273,IT,Manager,9,Bachelor,2,8,ICT help desk manager,46.4,65.8,0,51.61662817551963,0.38979591836734695,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca,3512,Banking|E-commerce|Education|Energy|Media|SaaS,22,0
29080,Marketing,Specialist,2,Bachelor,2,12,advertising specialist,40.5,69.5,0,53.92378752886836,0.4796938775510204,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a,2431,Education|Government|Insurance,20,0
89118,IT,Manager,9,Bachelor,5,46,ICT operations manager,69.3,69.8,1,39.15473441108545,0.6363265306122449,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,1330,Manufacturing,34,1
75809,Sales,Engineer,3,High School,4,4,ICT presales engineer,54.0,72.5,1,56.00461893764434,0.34489795918367344,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df,2434,E-commerce|Manufacturing,25,1
56078,Sales,Specialist,1,Bachelor,4,36,technical sales representative,55.7,69.3,4,52.773672055427255,0.6590816326530613,http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8,2433,Telecom,37,0
27218,Engineering,Engineer,7,Bachelor,3,28,data engineer,49.3,60.6,2,38.23325635103926,0.38928571428571435,http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0,2511,SaaS,19,3
14334,Sales,Analyst,1,High School,3,12,data analyst,45.9,54.9,2,57.15473441108545,0.5246938775510204,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,2511,SaaS,48,10
92067,Engineering,Specialist,9,High School,1,10,predictive maintenance expert,36.4,49.8,0,52.69284064665127,0.4422448979591837,http://data.europa.eu/esco/occupation/8edd8bff-cb59-4c9c-ab0f-59e77d18be48,2152,Energy|SaaS|Telecom,19,0
57943,Customer Support,Analyst,0,Master,2,43,data analyst,34.9,46.0,0,55.23325635103926,0.8126530612244899,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,2511,SaaS|Travel,43,4
27877,Engineering,Technician,7,Bachelor,4,10,microsystem engineering technician,53.0,60.3,1,46.69515011547344,0.3072448979591837,http://data.europa.eu/esco/occupation/26e1add0-da3f-4ed6-aa91-791cb550146f,3114,Logistics|Manufacturing|SaaS|Telecom,33,0
8362,Engineering,Manager,6,Bachelor,2,35,software architect,50.4,55.9,2,50.311778290993075,0.6178571428571429,http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e,2512,FinTech|Telecom,50,14
14397,Finance,Developer,4,Bachelor,1,46,software developer,20.0,57.8,3,56.84988452655889,0.8463265306122449,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,2512,Banking|FinTech|Logistics,54,9
50760,Sales,Engineer,0,High School,2,28,ICT presales engineer,43.2,57.1,2,59.92378752886836,0.7492857142857143,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df,2434,Energy|Logistics,17,2
69621,Engineering,Specialist,6,Bachelor,1,13,software architect,20.0,41.2,0,60.773672055427255,0.5209183673469387,http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e,2512,Telecom,38,9
84465,Operations,Specialist,9,Bachelor,2,45,data quality specialist,55.3,58.5,9,53.54041570438799,0.8201020408163266,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3,2519,Education|Government|Logistics,26,4
93831,Operations,Engineer,8,Master,2,20,process engineer,41.5,63.0,3,38.54041570438799,0.31448979591836734,http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2,2141,E-commerce|Energy|Insurance|Media,23,2
75586,Operations,Manager,3,High School,3,31,logistics and distribution manager,49.4,61.5,1,56.07852193995381,0.7079591836734694,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,1324,FinTech|Retail,37,0
78932,IT,Manager,4,High School,4,0,ICT project manager,61.5,77.6,0,55.00461893764434,0.28500000000000003,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,1330,Banking|Healthcare|Technology,42,6
37269,Operations,Developer,6,PhD,2,12,system configurator,29.8,44.0,1,34.84988452655889,0.1346938775510204,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522,Healthcare|Manufacturing,37,8
29478,Operations,Manager,8,Bachelor,5,3,industrial quality manager,56.1,84.5,1,50.84988452655889,0.2736734693877551,http://data.europa.eu/esco/occupation/fdb16700-109e-4d02-949e-3213f278df93,1321,Logistics|Manufacturing|Media|Technology,41,0
79463,Operations,Specialist,5,Bachelor,4,40,ICT capacity planner,51.0,75.9,6,61.38568129330254,0.8989795918367347,http://data.europa.eu/esco/occupation/4543bf7b-8ffb-4ade-88b9-58da34366f04,2523,Energy|FinTech|Government|Healthcare|Manufacturing|Technology,32,14
69752,IT,Technician,3,Bachelor,5,20,ICT security technician,71.1,70.2,4,53.46420323325635,0.5244897959183673,http://data.europa.eu/esco/occupation/a44a1dc5-be08-4840-8bd5-770c4ac1ca6d,3512,Energy|Manufacturing|Media|Technology,64,12
66940,Engineering,Technician,0,Bachelor,1,10,microsystem engineering technician,20.2,35.7,1,47.92378752886836,0.3672448979591837,http://data.europa.eu/esco/occupation/26e1add0-da3f-4ed6-aa91-791cb550146f,3114,Education|Energy|Logistics|SaaS,26,0
23103,Finance,Manager,1,High School,4,31,financial controller,49.7,61.4,2,45.311778290993075,0.49795918367346936,http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd,2411,Government|Healthcare|Insurance|Logistics,23,1
88488,Engineering,Developer,8,Bachelor,3,42,cloud software developer,56.2,51.1,3,54.00230946882217,0.7864285714285715,http://data.europa.eu/esco/occupation/781a6350-e686-45b9-b075-e4c8d5a05ff7,2512,Energy|Government|Media|Telecom|Travel,23,2
49403,IT,Manager,0,High School,5,12,ICT help desk manager,74.4,67.6,0,57.84988452655889,0.4796938775510204,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca,3512,Education|Energy|Manufacturing|Retail,21,0
36295,HR,Manager,6,Bachelor,5,4,employer branding manager,74.6,73.3,0,52.3094688221709,0.34489795918367344,http://data.europa.eu/esco/occupation/133ab775-f08d-4bc7-8629-89d286180f4e,2431,Healthcare,17,0
85112,Engineering,Manager,6,High School,5,16,ICT product manager,66.0,67.0,0,40.466512702078525,0.2395918367346939,http://data.europa.eu/esco/occupation/a79170ad-0b7b-4697-864f-1748359aa10a,1330,Banking|Government|Logistics|Manufacturing|SaaS,38,1
98802,IT,Analyst,7,High School,4,5,ICT business analyst,63.9,68.9,0,59.69515011547344,0.44612244897959186,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,E-commerce|Education|Manufacturing,27,13
59887,Engineering,Technician,0,Bachelor,4,35,computer hardware repair technician,56.2,56.3,1,52.54041570438799,0.6928571428571428,http://data.europa.eu/esco/occupation/b7aa4b4e-dbb6-4f58-b36c-35b9a7267972,7422,Logistics,31,0
14515,Operations,Consultant,5,High School,3,17,marketing consultant,63.6,62.8,1,57.07852193995381,0.5658163265306123,http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc,2431,Retail|SaaS|Telecom,37,1
45429,Sales,Developer,7,High School,3,48,ICT account manager,48.6,58.0,3,38.697459584295615,0.5687755102040817,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,2434,Energy|Logistics|Manufacturing|Retail|Technology,25,0
13833,Engineering,Technician,6,High School,2,40,computer hardware test technician,30.8,61.1,4,46.00230946882217,0.6439795918367347,http://data.europa.eu/esco/occupation/becbe3ca-e000-40c0-9f67-5c4035b930ea,3114,Government|Media|SaaS,30,0
83666,Finance,Manager,0,High School,5,17,credit manager,75.1,78.6,0,61.15473441108545,0.6408163265306123,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,3312,Government|Telecom,41,1
40482,IT,Technician,6,Bachelor,3,1,ICT system tester,53.2,54.9,1,39.54272517321016,0.07122448979591837,http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440,2519,SaaS|Telecom,27,4
76159,IT,Engineer,1,Master,5,20,cloud engineer,79.5,77.0,3,58.54041570438799,0.6144897959183674,http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e,2512,Education|FinTech,36,5
98220,Engineering,Developer,4,Bachelor,3,26,blockchain developer,44.7,73.5,5,33.54041570438799,0.30683673469387757,http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2,2512,Insurance|SaaS,53,4
25469,Marketing,Technician,4,Bachelor,1,47,advertising assistant,24.8,28.0,3,45.61662817551963,0.7375510204081632,http://data.europa.eu/esco/occupation/54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,4419,Education|Energy|Healthcare|Retail|Technology|Telecom,14,0
75879,Engineering,Developer,2,Master,5,45,digital games developer,66.4,71.9,6,53.77136258660508,0.8201020408163266,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81,2513,Banking|E-commerce|FinTech|Logistics|Technology,56,11
90392,Legal,Manager,7,Bachelor,5,17,contract manager,68.6,72.8,4,54.38568129330254,0.5358163265306123,http://data.europa.eu/esco/occupation/2c9939ef-ebab-4111-8f27-605ae8782791,2619,Banking|Government|SaaS,30,0
72972,Finance,Engineer,0,High School,3,17,data analyst,45.2,73.5,1,31.69284064665127,0.2058163265306123,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,2511,Government|Manufacturing,42,4
39,IT,Specialist,2,Bachelor,1,7,ICT usability tester,28.5,39.4,0,46.23094688221709,0.3185714285714286,http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,2519,E-commerce|Energy|FinTech|Healthcare|Telecom,23,10
24540,Customer Support,Developer,7,Master,4,13,ICT application configurator,68.1,75.0,1,66.00461893764434,0.5959183673469388,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,E-commerce|Media|Travel,52,6
70811,Sales,Analyst,8,Master,1,24,sales processor,35.3,39.2,3,36.46420323325635,0.3143877551020408,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,5223,Banking|Energy|Logistics,25,2
4622,Finance,Manager,0,High School,5,32,credit manager,75.6,60.3,2,51.15473441108545,0.6591836734693878,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,3312,Education,35,3
37519,Engineering,Analyst,5,Bachelor,2,30,ICT system analyst,41.7,59.6,3,41.54041570438799,0.47173469387755096,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,2511,Energy|FinTech|Logistics|Manufacturing|Technology,53,12
80604,Customer Support,Technician,2,Bachelor,1,27,ICT help desk agent,26.0,29.5,0,57.54272517321016,0.633061224489796,http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,3512,E-commerce|Manufacturing|Telecom,19,0
81125,Engineering,Technician,0,Master,5,15,computer hardware test technician,74.0,76.2,1,39.08083140877598,0.2283673469387755,http://data.europa.eu/esco/occupation/becbe3ca-e000-40c0-9f67-5c4035b930ea,3114,Energy|FinTech,34,1
36645,Engineering,Analyst,3,High School,3,5,software analyst,33.1,56.4,1,57.3094688221709,0.43112244897959184,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,Manufacturing|SaaS,45,7
23557,IT,Specialist,9,PhD,4,15,geographic information systems specialist,67.6,72.7,2,57.38568129330254,0.5583673469387755,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,2165,FinTech|Manufacturing|SaaS|Technology,34,2
80885,IT,Developer,3,High School,2,3,software developer,37.7,50.7,0,55.00230946882217,0.36367346938775513,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,2512,E-commerce|FinTech|Media|Technology,49,3
46209,Operations,Engineer,6,High School,5,13,process engineer,72.5,81.2,3,37.84988452655889,0.1909183673469388,http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2,2141,Technology,24,0
91767,IT,Engineer,5,Bachelor,5,0,data engineer,72.6,89.2,0,44.08083140877598,0.13499999999999998,http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0,2511,Media|Retail,27,7
7656,Engineering,Consultant,0,PhD,3,19,ICT consultant,42.3,68.9,2,57.84988452655889,0.558265306122449,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,2511,Telecom|Travel,27,1
40581,IT,Analyst,7,Bachelor,3,44,software analyst,46.8,64.4,2,37.00230946882217,0.5538775510204083,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,Education|FinTech|Media|Technology,62,11
74108,HR,Consultant,5,PhD,2,23,recruitment consultant,44.5,46.7,4,49.08083140877598,0.4681632653061224,http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,2423,Banking|Education,25,0
23494,Marketing,Manager,2,Bachelor,3,36,digital marketing manager,50.1,54.9,1,59.23094688221709,0.8390816326530612,http://data.europa.eu/esco/occupation/dc97adbe-f807-4ad8-8f3c-c24b3416cdef,1221,E-commerce|Travel,38,0
84344,IT,Manager,4,High School,3,48,ICT operations manager,63.8,69.9,5,31.84757505773672,0.5387755102040817,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,1330,E-commerce|FinTech|Technology,21,2
9007,Engineering,Specialist,6,Bachelor,5,42,predictive maintenance expert,71.4,90.3,2,56.773672055427255,0.7864285714285715,http://data.europa.eu/esco/occupation/8edd8bff-cb59-4c9c-ab0f-59e77d18be48,2152,FinTech|Technology|Travel,23,3
37421,Engineering,Specialist,0,Bachelor,3,40,software architect,54.1,63.5,3,35.3094688221709,0.4939795918367347,http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e,2512,Media,43,14
45760,Legal,Engineer,0,Bachelor,4,18,contract engineer,54.9,54.4,0,56.235565819861435,0.5020408163265306,http://data.europa.eu/esco/occupation/836f0a96-7546-4003-9fc8-714fc79199d4,2149,FinTech|Healthcare|Retail,22,1
2650,Customer Support,Specialist,4,Master,2,27,customer contact centre information clerk,47.7,55.8,2,54.0,0.663061224489796,http://data.europa.eu/esco/occupation/b7b75eb6-34bc-462d-b412-eed393cc1397,4222,Banking|Education|Healthcare,23,1
38669,Marketing,Engineer,1,Master,1,47,digital media designer,36.0,45.1,5,35.311778290993075,0.5275510204081633,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,2166,Banking|Media|Retail|Technology,42,9
55912,Customer Support,Developer,4,Bachelor,3,47,ICT application configurator,44.8,67.3,3,30.0,0.5275510204081633,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,Insurance|Logistics|Travel,44,9
74307,IT,Engineer,8,PhD,2,43,cloud DevOps engineer,46.3,56.7,8,62.697459584295615,0.8726530612244898,http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b,2512,FinTech|SaaS|Telecom,26,10
16965,Operations,Analyst,6,Bachelor,4,40,business analyst,56.7,73.8,7,56.697459584295615,0.7489795918367347,http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed,2421,Banking|Energy|FinTech|Healthcare|Retail,42,1
62009,IT,Engineer,3,Bachelor,2,2,data engineer,34.7,42.1,2,51.46189376443418,0.3374489795918368,http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0,2511,E-commerce|Energy,24,3
59478,Customer Support,Analyst,0,Bachelor,5,28,call centre analyst,77.1,80.1,1,56.77136258660508,0.6742857142857144,http://data.europa.eu/esco/occupation/30ca97f4-a4fd-4189-a781-ac08f6b09b78,3341,Education|Insurance|Travel,27,2
77945,Operations,Engineer,9,Bachelor,5,42,process engineer,78.7,69.3,7,64.23556581986143,0.8914285714285715,http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2,2141,Banking|E-commerce|Logistics,27,0
17420,Marketing,Analyst,0,High School,4,2,data analyst,62.3,86.7,0,49.15704387990762,0.24744897959183673,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,2511,Banking|Media|Retail,47,8
69155,Sales,Consultant,6,Bachelor,3,44,sales account manager,54.3,58.0,5,50.23325635103926,0.7488775510204082,http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d,1420,Logistics|Media|Technology,24,1
60585,Engineering,Consultant,2,Bachelor,3,37,ICT consultant,35.2,67.0,1,38.15704387990762,0.47530612244897963,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,2511,Energy|FinTech|Government|Retail,24,1
84437,Engineering,Developer,8,Bachelor,1,4,embedded systems software developer,38.3,48.1,0,57.61662817551963,0.43489795918367347,http://data.europa.eu/esco/occupation/57af9090-55b4-4911-b2d0-86db01c00b02,2514,E-commerce|FinTech|SaaS|Technology|Telecom,36,4
52675,IT,Technician,5,Bachelor,3,7,ICT technician,39.6,54.2,0,38.466512702078525,0.10857142857142858,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c,3512,Energy|FinTech|Insurance|Manufacturing|Media|Telecom,49,2
76622,IT,Manager,8,Master,5,6,ICT project manager,79.5,83.8,1,42.15473441108545,0.23234693877551021,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,1330,Healthcare|Manufacturing|SaaS|Telecom,44,1
94705,Finance,Technician,6,Bachelor,5,22,accounting assistant,67.8,63.5,4,36.00230946882217,0.2919387755102041,http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6,3313,E-commerce|Energy|Healthcare,29,0
25853,Marketing,Analyst,4,High School,1,34,advertising media planner,31.1,49.2,3,64.6189376443418,0.8316326530612246,http://data.europa.eu/esco/occupation/b55718eb-e8ff-4485-8ad0-bbac32cbd77b,2431,Manufacturing|Retail,20,1
27872,IT,Technician,1,Bachelor,2,13,ICT technician,41.3,57.6,0,52.38568129330254,0.4609183673469388,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c,3512,E-commerce|Healthcare,35,2
42919,Engineering,Specialist,6,High School,1,13,embedded system designer,29.7,52.2,1,62.311778290993075,0.5509183673469388,http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1,2511,Education|Technology,35,7
34325,Engineering,Engineer,1,High School,3,40,cloud engineer,45.9,62.9,2,57.00461893764434,0.7639795918367347,http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e,2512,Logistics,34,8
21278,HR,Analyst,8,Master,2,27,human resources officer,37.4,45.7,0,41.69284064665127,0.4680612244897959,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,2423,Education|Technology|Telecom,26,0
